index	word	definition	label
8535	pinfish	comprises true vertebrates and animals having a notochord	0
8536	mainsheet	California herb with brownish-purple or greenish bell-shaped flowers	0
8537	breach	glass formed into large thin sheets	0
8538	telegnostic	obtaining knowledge of distant events allegedly without use of normal sensory mechanisms	1
8539	appearing	a quarter day in England, Wales, and Ireland	0
8540	invading	involving invasion or aggressive attack	1
8541	agueweed	gentian of eastern North America having clusters of bristly blue flowers	1
8542	tricyclic	an antidepressant drug that acts by blocking the reuptake of norepinephrine and serotonin and thus making more of those substances available to act on receptors in the brain	1
8543	scientifically	with respect to science; in a scientific way	1
8544	rhinoplasty	cosmetic surgery to improve the appearance of your nose	1
8545	suburban	mixture of graphite with clay in different degrees of hardness; the marking substance in a pencil	0
8546	html	a set of tags and rules (conforming to SGML) for using them in developing hypertext documents	1
8547	dandyism	the manner and dress of a fop or dandy	1
8548	microdot	photograph reduced to the size of a dot (usually for purposes of security)	1
8549	colourise	a musician who plays the koto	0
8550	perplexed	full or difficulty or confusion or bewilderment	1
8551	uneatable	not suitable for food	1
8552	identifier	the director in charge of the artistic features of a theatrical production (costumes and scenery and lighting)	0
8553	secondment	a speech seconding a motion	1
8554	padded	softened by the addition of cushions or padding	1
8555	whiskerless	having no beard	1
8556	consultive	(Judaism) Jewish holy day; the 33rd day after the 2nd day of Passover; the 18th day of Iyar	0
8557	cacogenic	pertaining to or causing degeneration in the offspring produced	1
8558	streetlight	a lamp supported on a lamppost; for illuminating a street	1
8559	tabletop	the top horizontal work surface of a table	1
8560	tallgrass	a furnace that feeds itself so as to maintain a uniform temperature; used by alchemists	0
8561	needer	a sharp triangular process projecting from a bone	0
8562	agronomic	lacking pleasing proportions	0
8563	hothouse	a sensitization reaction to repeated invasion of the skin by cercariae of schistosomes	0
8564	thyroidectomy	the hour at which a meal is habitually or customarily eaten	0
8565	charismatic	possessing an extraordinary ability to attract	1
8566	studied	set that receives radio or tv signals	0
8567	anatomize	analyze down to the smallest detail	1
8568	sandboy	resembling a grub	0
8569	tributyrin	a bitter oily triglyceride of butyric acid; a form of butyrin	1
8570	sigmoidal	of or relating to the sigmoid flexure in the large intestine	1
8571	rifled	of a firearm; having rifling or internal spiral grooves inside the barrel	1
8572	cowardly	lacking courage; ignobly timid and faint-hearted	1
8573	colouration	comprises a single genus: Andreaea	0
8574	nalorphine	a narcotic antagonist (trade name Nalline) that counteracts the effects of narcotics (especially the effects of poisoning by morphine)	1
8575	scrap	native to the Moluccas and Philippines; a source of dammar resin	0
8576	generalcy	the office and authority of a general	1
8577	ridgepole	challenge the accuracy, probity, or propriety of	0
8578	billionaire	having or using two filaments	0
8579	blighted	(of water) rising to the surface under internal hydrostatic pressure	0
8580	ordinariness	the quality of being commonplace and ordinary	1
8581	lean	to incline or bend from a vertical position	1
8582	tensed	creeping perennial herb distinguished by red berries and clustered leaf whorls at the tips of shoots; Greenland to Alaska	0
8583	flapjack	take place as an additional or unexpected development	0
8584	benignity	any membranous gap between the bones of the cranium in an infant or fetus	0
8585	rattlesnake	a large genus of South American shrubs and small trees of the family Erythroxylaceae	0
8586	feverroot	arrange serially	0
8587	synchronized	operating in unison	1
8588	triceps	any skeletal muscle having three origins (but especially the triceps brachii)	1
8589	parer	an organism that lives in an oxygenated medium lacking organic matter	0
8590	acclimation	(used of substances) capable of being volatilized	0
8591	spiderlike	relating to or resembling a member of the class Arachnida	1
8592	twitterer	a bird that twitters	1
8593	oversee	watch and direct	1
8594	chalkstone	a notice of someone's death; usually includes a short biography	0
8595	frumpishly	butterfishes: harvest fishes; dollar fishes	0
8596	alleyway	a narrow street with walls on both sides	1
8597	patching	the act of mending a hole in a garment by sewing a patch over it	1
8598	detrimental	unarmed woody rhizomatous perennial plant distinguished from wild sarsaparilla by more aromatic roots and panicled umbels; southeastern North America to Mexico	0
8599	ricer	the bivalent group -HNNH- derived from hydrazine	0
8600	power	(physics) the rate of doing work; measured in watts (= joules/second)	1
8601	corrupt	touched by rot or decay	1
8602	lilting	concerned with adjudicating	0
8603	sousing	the season for gathering crops	0
8604	faced	a compact disc on which you can write only once and thereafter is read-only memory	0
8605	tapping	the sound of light blow or knock	1
8606	pettish	easily irritated or annoyed	1
8607	campaigner	white cockatoo with a yellow erectile crest	0
8608	dendroid	resembling a tree in form and branching structure	1
8609	ferociously	in a physically fierce manner	1
8610	catalog	a book or pamphlet containing an enumeration of things	1
8611	dialectal	a painter of abstract pictures	0
8612	overmaster	overcome by superior force	1
8613	hardtop	a car that resembles a convertible but has a fixed rigid top	1
8614	kettleful	the quantity a kettle will hold	1
8615	ordinance	an authoritative rule	1
8616	uttermost	of the greatest possible degree or extent or intensity	1
8617	minimal	a fungus with a rusty red cap and a white pore surface that becomes yellow with age and a pale yellow stalk	0
8618	prazosin	antihypertensive drug (trade name Minipress)	1
8619	hammertoe	a deformed toe which is bent in a clawlike arch	1
8620	stealer	a criminal who takes property belonging to someone else with the intention of keeping it or selling it	1
8621	panicked	a game played under artificial illumination at night	0
8622	specify	be specific about	1
8623	chronological	relating to or arranged according to temporal order	1
8624	vandalise	a covering of snow (as on a mountain peak)	0
8625	truancy	the property of lasting for a very short time	0
8626	viscoelastic	linens for the dining table	0
8627	silversword	a temporary bridge designed for rapid construction	0
8628	quarryman	a man who works in a quarry	1
8629	make	a hitch used for temporarily tying a rope to the middle of another rope (or to an eye)	0
8630	vault	a cell that is specialized to conduct nerve impulses	0
8631	tues	a fine quality of black tea native to China	0
8632	drollery	any federal law-enforcement officer	0
8633	vandalism	willful wanton and malicious destruction of the property of others	1
8634	spiraling	in the shape of a coil	1
8635	bulbed	having a bulb	1
8636	bacteria	(microbiology) single-celled or noncellular spherical or spiral or rod-shaped organisms lacking chlorophyll that reproduce by fission; important as pathogens and for biochemical properties; taxonomy is difficult; often considered plants	1
8637	crabbiness	a disposition to be ill-tempered	1
8638	highroad	a highway	1
8639	workstation	a fibrocartilaginous disc serving as a cushion between all of the vertebrae of the spinal column (except between the first two)	0
8640	pillbox	a newsworthy event	0
8641	bracteolate	having bracteoles	1
8642	underdevelop	existing peacefully together	0
8643	treble recorder	towhee of the Rocky Mountains	0
8644	infamous	the girl friend of a gangster	0
8645	plot	terseness and economy in writing and speaking achieved by expressing a great deal in just a few words	0
8646	marblewood	large Asiatic tree having hard marbled zebrawood	1
8647	sowbane	any of several short-billed Old World rails	0
8648	tetchiness	patterned with veins or streaks or color resembling marble	0
8649	notion	the elementary stages of any subject (usually plural)	0
8650	breadstick	a crisp stick-shaped roll; often served with soup	1
8651	arcade	a structure composed of a series of arches supported by columns	1
8652	pioneer	one the first colonists or settler in a new territory	1
8653	classless	(of time) having passed or slipped by	0
8654	sadness	the quality of excessive mournfulness and uncheerfulness	1
8655	tailpipe	refrain from divulging sensitive information; keep quiet about confidential information	0
8656	provisionary	gradually and progressively	0
8657	duchess	the wife of a duke or a woman holding ducal title in her own right	1
8658	relaxing	affording or marked by rest or repose	1
8659	machination	crimson-and-grey songbird that inhabits town walls and mountain cliffs of southern Eurasia and northern Africa	0
8660	generational	having membranous expansions along sides of body and limbs and tail	0
8661	daydream	absentminded dreaming while awake	1
8662	grapy	evergreen erect horsetail with rough-edged stems; formerly used for scouring utensils	0
8663	feathering	turning an oar parallel to the water between pulls	1
8664	waxberry	deciduous aromatic shrub of eastern North America with grey-green wax-coated berries	1
8665	duteous	willingly obedient out of a sense of duty and respect	1
8666	acupuncture	a grand piano suitable for concert performances	0
8667	snuggled	drawn or pressed close to someone or something for or as if for affection or protection	1
8668	channels	official routes of communication	1
8669	weepy	an incorporeal being believed to have powers to affect the course of human events	0
8670	cuisine	a brownish iron sulfide mineral (FeS) having weak magnetic properties	0
8671	indrawn	manipulation of a table during a seance; attributed to spirits	0
8672	briarwood	the batting turn of a cricket player or team	0
8673	parkway	a wide scenic road planted with trees	1
8674	stinting	avoiding waste	1
8675	spaying	neutering a female by removing the ovaries	1
8676	terrifying	any of various evergreen plants of the genus Pavonia having white or yellow or purple flowers	0
8677	catapultic	in some classifications considered a superphylum or a subkingdom; comprises flagellates; ciliates; sporozoans; amoebas; foraminifers	0
8678	slouching	spring-blooming spider orchid having a flower with yellow or green or pink sepals and a broad brown velvety lip	0
8679	housebreak	train (a pet) to live cleanly in a house	1
8680	hallway	an interior passage or corridor onto which rooms open	1
8681	censorial	in an inhumane manner	0
8682	manual	the trait of lacking enthusiasm for or interest in things generally	0
8683	parked	any of various plants of the genus Crotalaria having inflated pods within which the seeds rattle; used for pasture and green-manure crops	0
8684	oriented	adjusted or located in relation to surroundings or circumstances; sometimes used in combination	1
8685	scablands	any polyhedron having twenty plane faces	0
8686	templar	a knight of a religious military order established in 1118 to protect pilgrims and the Holy Sepulcher	1
8687	orphanage	mosquitofish	0
8688	roughness	aspen with a narrow crown; eastern North America	0
8689	slavey	a female domestic servant who does all kinds of menial work	1
8690	trepidation	a feeling of alarm or dread	1
8691	cashier	discharge with dishonor, as in the army	1
8692	penman	emphasis that results from pitch rather than loudness	0
8693	basting	loose temporary stitches	1
8694	contractable	an esoteric theosophy of rabbinical origin based on the Hebrew scriptures and developed between the 7th and 18th centuries	0
8695	confidently	in a confident manner	1
8696	traded	of or relating to or involving or practicing orthodontics	0
8697	fertile	evergreen of tropical America having pulpy fruit containing saponin which was used as soap by native Americans	0
8698	credential	lancelets	0
8699	contented	large genus of tropical American vines having showy often spotted umbellate flowers; sometimes placed in family Liliaceae especially subfamily Alstroemeriaceae	0
8700	floral	resembling or made of or suggestive of flowers	1
8701	sagebrush	having a very finely toothed margin	0
8702	cretinism	severe hypothyroidism resulting in physical and mental stunting	1
8703	relatively	unreasonably rigid in the face of argument or entreaty or attack	0
8704	mysteriously	one who anticipates	0
8705	transferable	common perennial of eastern North America having flowers with usually violet-purple rays	0
8706	nursemaid	a seizure (or a type of epilepsy characterized by such seizures) during which the patient becomes unconscious and has convulsions over the entire body	0
8707	attached	support and strengthen	0
8708	scrappiness	the trait of being scrappy and pugnacious	1
8709	systemize	arrange according to a system or reduce to a system	1
8710	freeway	a broad highway designed for high-speed traffic	1
8711	longish	(statistics) a variable whose values are independent of changes in the values of other variables	0
8712	cadaverine	a colorless toxic ptomaine with an unpleasant odor formed during the putrefaction of animal tissue	1
8713	pleaser	the back side of the neck	0
8714	glittering	having cogs	0
8715	dissection	a minute and critical analysis	1
8716	looped	common to saline lakes	0
8717	sackful	evergreen Mediterranean tree with edible pods; the biblical carob	0
8718	carting	(physics) scientific instrument that traces the path of a charged particle	0
8719	moonseed	plant of the family Menispermaceae having red or black fruit with crescent- or ring-shaped seeds	1
8720	warder	the chief official in charge of a prison	1
8721	spikenard	a genus of Paridae	0
8722	fantail	an overhang consisting of the fan-shaped part of the deck extending aft of the sternpost of a ship	1
8723	oldwife	tropical Atlantic fish	1
8724	barbarously	examine the shop windows; shop with the eyes only	0
8725	disturbing	a school established and controlled privately and supported by endowment and tuition	0
8726	navel	the center point or middle of something	1
8727	behest	an authoritative command or request	1
8728	apathetic	showing little or no emotion or animation	1
8729	specimen	an annuity payable to one person in the event that someone else is unable to receive it	0
8730	bedrest	of temperate Europe and Asia; having black wings with red and white markings	0
8731	reliant	bristle ferns; kidney ferns	0
8732	metrics	the study of poetic meter and the art of versification	1
8733	caveman	someone who lives in a cave	1
8734	decreased	made less in size or amount or degree	1
8735	tonguefish	a body of water cut off from a larger body by a reef of sand or coral	0
8736	ripe	one who cuts and shapes precious stones	0
8737	misgovern	govern badly	1
8738	sorrowful	experiencing or marked by or expressing sorrow especially that associated with irreparable loss	1
8739	spyware	computer software that obtains information from a user's computer without the user's knowledge or consent	1
8740	greenling	not able to be ascertained; resisting discovery	0
8741	footlocker	peccaries	0
8742	gristmill	a mill for grinding grain (especially the customer's own grain)	1
8743	muchness	type genus of the Pucciniaceae; a large genus of parasitic fungi including many that are destructive to various economic plants	0
8744	handlock	shackle that consists of a metal loop that can be locked around the wrist; usually used in pairs	1
8745	moorfowl	Scandinavian punch made of claret and aquavit with spices and raisins and orange peel and sugar	0
8746	transmit	transmit or serve as the medium for transmission	1
8747	integrator	a measuring instrument for measuring the area of an irregular plane figure	1
8748	octad	a social reformer who advocates birth control and family planning	0
8749	convivially	the evening before All Saints' Day; often devoted to pranks played by young people	0
8750	downer	a drug that reduces excitability and calms a person	1
8751	kissing	affectionate play (or foreplay without contact with the genital organs)	1
8752	rainfall	a leader of a labor movement	0
8753	glowering	showing a brooding ill humor	1
8754	tiddlywinks	a game in which players try to flip plastic disks into a cup by pressing them on the side sharply with a larger disk	1
8755	choragic	pertaining to or characteristic of a choragus	1
8756	outdated	old; no longer in use or valid or fashionable	1
8757	prejudicious	the name that precedes the surname	0
8758	master	between or among galaxies	0
8759	tracheophyte	green plant having a vascular system: ferns, gymnosperms, angiosperms	1
8760	obscure	having a meaning or purpose	0
8761	sagely	the ordinal number of one hundred ten in counting order	0
8762	felony	a serious crime (such as murder or arson)	1
8763	craved	wanted intensely	1
8764	sandlot	large stinging paper wasp	0
8765	apicultural	relating to the care and breeding of bees	1
8766	chokepoint	a narrowing that reduces the flow through a channel	1
8767	misdo	having a dark color	0
8768	motherless	a dark brownish-red color	0
8769	planless	aimlessly drifting	1
8770	imaginative	a bed in which flowers are growing	0
8771	pouchlike	mongooses	0
8772	leveler	a radical who advocates the abolition of political or economic or social inequalities	1
8773	gorged	a magic power or magic spell	0
8774	habitat	the type of environment in which an organism or group normally lives or occurs	1
8775	evoked	called forth from a latent or potential state by stimulation	1
8776	gassy	suffering from excessive gas in the alimentary canal	1
8777	cuplike	hard smooth-textured cheese; originally made in Cheddar in southwestern England	0
8778	rushy	modified to give superior performance	0
8779	volley	money received from the state	0
8780	sugarcoat	cause to appear more pleasant or appealing	1
8781	shivery	so scary as to cause chills and shudders	1
8782	explication	plants having small unisexual flowers and fleshy or winged fruit: in some classifications includes the genera Ephedra and Welwitschia as well as genus Gnetum	0
8783	pose	put into a certain place or abstract location	1
8784	concupiscence	a desire for sexual intimacy	1
8785	scopal	a cell without a nucleus (as an erythrocyte)	0
8786	clinically	in a clinical manner	1
8787	strip	remove the thread (of screws)	1
8788	saccadic	a editor who is responsible for illustrations and layouts in printed matter	0
8789	boutique	a shop that sells women's clothes and jewelry	1
8790	thirties	California annual having flower heads with yellow rays tipped with white	0
8791	anthologist	pasture grass of plains of South America and western North America	0
8792	dangling	the act of suspending something (hanging it from above so it moves freely)	1
8793	assessment	an amount determined as payable	1
8794	resentful	full of or marked by resentment or indignant ill will	1
8795	dissemination	the opening of a subject to widespread discussion and debate	1
8796	shareware	software that is available free of charge; may be distributed for evaluation with a fee requested for additional features or a manual etc.	1
8797	benign	a class of proteins produced in lymph tissue in vertebrates and that function as antibodies in the immune response	0
8798	electrolytic	of or relating to or containing an electrolyte	1
8799	honoured	a wrench with a v-shaped jaw and serrations on one side (resembles the open jaws of an alligator)	0
8800	churchwarden	an officer in the Episcopal church who helps a parish priest with secular matters	1
8801	merchantman	the circulating life energy that in Chinese philosophy is thought to be inherent in all things; in traditional Chinese medicine the balance of negative and positive forms in the body is believed to be essential for good health	0
8802	gilled	provided with gills	1
8803	preserve	a short pithy instructive saying	0
8804	ileitis	a lover who necks	0
8805	ghoulish	suggesting the horror of death and decay	1
8806	huffiness	air moving (sometimes with considerable force) from an area of high pressure to an area of low pressure	0
8807	laminar	arranged in or consisting of laminae	1
8808	subjection	forced submission to control by others	1
8809	flooded	covered with water	1
8810	ropewalk	workplace consisting of a long narrow path or shed where rope is made	1
8811	bulbar	having little desire for success or achievement	0
8812	anathematization	painful or difficult urination	0
8813	naughtily	in a disobedient or naughty way	1
8814	soapfish	fondue made of cheese melted in wine for dipping bread and sometimes fruits	0
8815	racking	a short composition for a solo instrument; intended as an exercise or to demonstrate technical virtuosity	0
8816	tumbleweed	bushy plant of western United States	1
8817	bibliophile	of or relating to northern Africa	0
8818	generalization	reasoning from detailed facts to general principles	1
8819	namelessness	anesthesia of the lower half of the body; caused by injury to the spinal cord or by injecting an anesthetic beneath the arachnoid membrane that surrounds the spinal cord	0
8820	large	terrestrial burrowing nocturnal frog of grassy terrain and scrub forests having very hard upper surface of head; of the United States southwest	0
8821	smiley	disease of plum and cherry trees characterized by black excrescences on the branches	0
8822	yeastlike	of or resembling or containing yeast	1
8823	swamped	sunk by being filled with water	1
8824	amused	pleasantly occupied	1
8825	topple	fall down, as if collapsing	1
8826	supergrass	a police informer who implicates many people	1
8827	workweek	hours or days of work in a calendar week	1
8828	hysteria	excessive or uncontrollable fear	1
8829	smacking	having the qualities of butter or yielding or containing a substance like butter	0
8830	dactylomegaly	abnormally large fingers or toes	1
8831	anatoxin	a bacterial toxin that has been weakened until it is no longer toxic but is strong enough to induce the formation of antibodies and immunity to the specific disease caused by the toxin	1
8832	tremulously	an ancient Iranian language	0
8833	cumulative	increasing by successive addition	1
8834	biology	the science that studies living organisms	1
8835	squash	a game played in an enclosed court by two or four players who strike the ball with long-handled rackets	1
8836	intermix	Australian trees (usually with swollen trunks)	0
8837	craniometer	a defense laboratory that provides essential services in fundamental science for national security and environmental protection and provides technologies that contribute to industrial competitiveness	0
8838	venture	an investment that is very risky but could yield great profits	1
8839	bridgehead	an area in hostile territory that has been captured and is held awaiting further troops and supplies	1
8840	disklike	a savings account deposited by someone who makes themselves the trustee for a beneficiary and who controls it during their lifetime; afterward the balance is payable to the previously named beneficiary	0
8841	temp	a worker (especially in an office) hired on a temporary basis	1
8842	polychrome	a drinking cup with a bar inside the rim to keep a man's mustache out of the drink	0
8843	vivaciously	a person appointed by a testator to carry out the terms of the will	0
8844	welsher	a cardinalfish found in tropical Atlantic coastal waters	0
8845	tracheotomy	a surgical operation that creates an opening into the trachea with a tube inserted to provide a passage for air; performed when the pharynx is obstructed by edema or cancer or other causes	1
8846	malodor	a distinctive odor that is offensively unpleasant	1
8847	tartlet	a powered conveyance that carries skiers up a hill	0
8848	fermion	a threadlike extension of a nerve cell	0
8849	mark	attach to one another, for safety	0
8850	recipe	directions for making something	1
8851	watercolor	the art or technique of painting with watercolors	1
8852	tailboard	a gate at the rear of a vehicle; can be lowered for loading	1
8853	deathlike	causing to become stable	0
8854	spacecraft	cranelike South American wading birds	0
8855	brachycephaly	the quality of being brachycephalic	1
8856	aircrewman	any silkworm moth of the family Saturniidae	0
8857	dangleberry	huckleberry of the eastern United States with pink flowers and sweet blue fruit	1
8858	horticultural	of or relating to the cultivation of plants	1
8859	cellulosic	a plastic made from cellulose (or a derivative of cellulose)	1
8860	whacky	ludicrous, foolish	1
8861	nicotine	an alkaloid poison that occurs in tobacco; used in medicine and as an insecticide	1
8862	liquid	in cash or easily convertible to cash	1
8863	sputter	(of a nuclear reaction) occurring with absorption of energy	0
8864	providence	any device serving as a source of illumination	0
8865	flashlight	a small portable battery-powered electric lamp	1
8866	hutment	an encampment of huts (chiefly military)	1
8867	sheepfold	much greater in number or influence	0
8868	roughen	make rough or rougher	1
8869	worthful	smaller than Florida pompano; common in West Indies	0
8870	bingle	an officer of a corporation or others who have access to private information about the corporation's operations	0
8871	slithering	allow or plan for a certain possibility; concede the truth or validity of something	0
8872	practicability	the quality of being usable	1
8873	louden	any of the 12 paired nerves that originate in the brain stem	0
8874	agribusiness	a large-scale farming enterprise	1
8875	fewness	the quality of being small in number	1
8876	pravastatin	an oral drug (trade name Pravachol) administered to reduce blood cholesterol levels; recommended after nonfatal heart attacks	1
8877	towering	of imposing height; especially standing out above others	1
8878	tympanoplasty	surgical correction or repair of defects or injuries in the eardrum or the bones of the middle ear	1
8879	kibitzer	(Yiddish) a meddler who offers unwanted advice to others	1
8880	psephology	the quantity a flask will hold	0
8881	fantastical	a red-brown liquid formed in distillation of wood which contains acetic acid, methanol, acetone, wood oils, and tars	0
8882	gift	give as a present; make a gift of	1
8883	estrogen	a general term for female steroid sex hormones that are secreted by the ovary and responsible for typical female sexual characteristics	1
8884	nonlethal	the difference in pitch between two notes	0
8885	spontaneousness	the quality of being spontaneous and coming from natural feelings without constraint	1
8886	leucoma	Australian tree with edible flesh and edible nutlike seed	0
8887	cleaver	a wash of whitewash or other water-base paint tinted with a colored pigment	0
8888	numerous	used in some classification systems for plants now included in genus Verbesina	0
8889	steamer	travel by means of steam power	1
8890	outclass	a narcotic drug that is used only occasionally and is claimed to be nonaddictive	0
8891	offprint	cap used to keep lens free of dust when not in use	0
8892	pesky	the common mantis	0
8893	asea	in the direction of the sea	1
8894	struggling	small toothless anteater with prehensile tale and four-clawed forelimbs; of tropical South America and Central America	0
8895	daunting	discouraging through fear	1
8896	grassland	a bottlenose dolphin found in the Pacific Ocean	0
8897	trade	a calendar based on lunar cycles	0
8898	heartland	the central region of a country or continent; especially a region that is important to a country or to a culture	1
8899	whoremaster	camas found to the west of Cascade Mountains	0
8900	butterfly	a smut fungus causing a smut disease of grains in which the spore masses are covered or held together by the grain membranes	0
8901	harrowing	extremely painful	1
8902	fitly	an imaginary place where you say people are when they seem optimistically out of touch with reality	0
8903	phytotoxin	any substance produced by plants that is similar in its properties to extracellular bacterial toxin	1
8904	virginity	offensive term for Black people	0
8905	yell	small European weed with whorled leaves and white flowers	0
8906	silents	someone skilled at fencing	0
8907	accumulation	an increase by natural growth or addition	1
8908	houseboat	a barge that is designed and equipped for use as a dwelling	1
8909	humorist	someone who acts speaks or writes in an amusing way	1
8910	cognation	a plant that is an epiphyte for part of its life	0
8911	nonnegative	coelenterates typically having alternation of generations; hydroid phase is usually colonial giving rise to the medusoid phase by budding: hydras and jellyfishes	0
8912	spatial	pertaining to or involving or having the nature of space	1
8913	brushwork	genus of mainly American more-or-less succulent herbs	0
8914	fumbling	fine glassware made near Venice	0
8915	resinoid	a plastic containing resins	1
8916	inhibitor	a terminal connected to a computer by a data link	0
8917	dallier	someone who wastes time	1
8918	wrongness	a fee added for returning a rented car to a location different from the one where it was rented	0
8919	millrun	a neoplasm of lymph tissue that is usually malignant; one of the four major types of cancer	0
8920	scurrility	pitcher plants	0
8921	overside	over the side of a boat	1
8922	inviolate	a person (or property) that is assessed	0
8923	escapologist	an entertainer who is expert in the art of escaping	1
8924	fabled	celebrated in fable or legend	1
8925	valued	(usually used in combination) having value of a specified kind	1
8926	established	something unspecified whose name is either forgotten or not known	0
8927	indeterminably	in an indeterminable manner	1
8928	anthology	a genus of Spheniscidae	0
8929	afterlife	very small Argentine armadillo with pale silky hair and pink plates on head and neck	0
8930	forehead	the part of the face above the eyes	1
8931	cholinesterase	an enzyme that hydrolyses acetylcholine (into choline and acetic acid)	1
8932	packable	many common fleas attacking humans and domestic animals	0
8933	twelve	enchanter's nightshade	0
8934	airlift	fly people or goods to or from places not accessible by other means	1
8935	photographer	someone who takes photographs professionally	1
8936	crustal	moderate-sized Asiatic moth whose larvae feed on mulberry leaves and produce silk	0
8937	muckheap	Old World shorebirds: pratincoles and coursers	0
8938	grossness	a white linen liturgical vestment with sleeves; worn by priests	0
8939	tableland	a relatively flat highland	1
8940	sunless	a sight used for aiming a gun	0
8941	pudgy	short and plump	1
8942	edited	a small roadside establishment in the southeastern United States where you can eat and drink and dance to music provided by a jukebox	0
8943	shaggily	in a shaggy manner	1
8944	wingless	lacking wings	1
8945	housemaid	a female domestic	1
8946	morphology	small spotted seal of coastal waters of the northern hemisphere	0
8947	workboard	large Costa Rican tree having light-colored wood suitable for cabinetry; similar to the African lepidobotrys in wood structure as well as in fruit and flowers and leaves and seeds; often classified in other families	0
8948	suicidal	benign tumor containing both bone and cartilage; usually occurs near the end of a long bone	0
8949	therein	(formal) in or into that thing or place	1
8950	broomweed	having the color of fresh cream	0
8951	therapy	(medicine) the act of caring for someone (as by medication or remedial training etc.)	1
8952	constituted	brought about or set up or accepted; especially long established	1
8953	coyly	the craft of binding books	0
8954	stiltedly	in a stilted manner	1
8955	nectarine	a variety or mutation of the peach that has a smooth skin	1
8956	arcsecond	warm-blooded vertebrates characterized by mammary glands in the female	0
8957	pteridologist	antiarrhythmic drug (trade name Mexitil) used to treat ventricular arrhythmias	0
8958	outright	without reservation or exception	1
8959	dockhand	not fulfilling the same grammatical role of any of its constituents	0
8960	obesity	more than average fatness	1
8961	postcode	a code of letters and digits added to a postal address to aid in the sorting of mail	1
8962	vibratory	one of a group of three sharing public administration or civil authority especially in ancient Rome	0
8963	dicynodont	a tranquilizer used to relieve anxiety and reduce tension and irritability	0
8964	imported	wash thoroughly	0
8965	cookout	polish with wax	0
8966	polyethylene	a lightweight thermoplastic; used especially in packaging and insulation	1
8967	guitarfish	primitive tropical bottom-dwelling ray with a guitar-shaped body	1
8968	paddymelon	small reddish-brown wallabies of scrubby areas of Australia and New Guinea	1
8969	grower	any of the nitrobacteria that oxidize nitrites into nitrates	0
8970	anyhow	used to indicate that a statement explains or supports a previous statement	1
8971	brawler	a loan that is shared by a group of banks that join to make a loan too big for any one of them alone	0
8972	joiner	a large dance or jazz band usually featuring improvised solos by lead musicians	0
8973	staggering	so surprisingly impressive as to stun or overwhelm	1
8974	sluttishness	manufactured in standard sizes to be shipped and assembled elsewhere	0
8975	gumdrop	of or relating to or being the location where something is purchased	0
8976	streaky	tropical American aromatic trees or shrubs; often epiphytic; some stranglers	0
8977	racist	rheumatic or myalgic pains in the arms or legs	0
8978	swilling	widely distributed family of chiefly tropical trees and shrubs and vines that produce oils and resins and some usable timber	0
8979	slaphappy	in a cynical manner	0
8980	amygdalotomy	psychosurgery in which amygdaloid fibers that mediate limbic system activity are severed (in cases of extreme uncontrollable violence)	1
8981	sunlit	surgical incision into the chest walls opening up the pleural cavity	0
8982	consequential	having important issues or results	1
8983	mulishness	the trait of being difficult to handle or overcome	1
8984	guesthouse	in an unconstitutional manner	0
8985	overgeneralise	draw too general a conclusion	1
8986	quickie	large Indian antelope; male is blue-grey with white markings; female is brownish with no horns	0
8987	chimneypot	a short earthenware pipe on the top of a chimney to increase the draft	1
8988	nappy	responsibility to someone or for some activity	0
8989	vile	a master's degree in teaching	0
8990	unrespectable	large rattlesnakes; seldom bite unless startled or pursuing prey	0
8991	shunning	deliberately avoiding; keeping away from or preventing from happening	1
8992	reflectance	the fraction of radiant energy that is reflected from a surface	1
8993	beefcake	debase oneself morally, act in an undignified, unworthy, or dishonorable way	0
8994	redirect	in a clear and lucid manner	0
8995	neon	a colorless odorless gaseous element that give a red glow in a vacuum tube; one of the six inert gasses; occurs in the air in small amounts	1
8996	tangy	the act of limiting movement or making incapable of movement	0
8997	autumn	a noisy mock serenade (made by banging pans and kettles) to a newly married couple	0
8998	wheatflake	crisp flake made from wheat	1
8999	antigen	louvars	0
9000	consensus	agreement in the judgment or opinion reached by a group as a whole	1
9001	spokeswoman	the state of the body or bodily functions	0
9002	trashy	relating to characteristics that are expressed differently in the two sexes	0
9003	creativity	the ability to create	1
9004	pilferage	the act of stealing small amounts or small articles	1
9005	smoothhound	smooth dogfish of European coastal waters	1
9006	rattlebrained	lacking sense or discretion	1
9007	futilely	in a futile and unproductive manner	1
9008	germanic	a chronic form of spondylitis primarily in males and marked by impaired mobility of the spine; sometimes leads to ankylosis	0
9009	wetness	the condition of containing or being covered by a liquid (especially water)	1
9010	chiropodist	a specialist in care for the feet	1
9011	poorness	less than adequate	1
9012	dishful	the quantity that a dish will hold	1
9013	holdout	in a counteractive manner	0
9014	cycling	common garden herb having clusters of small purplish flowers and yielding an oil used as a flavoring	0
9015	attainability	any of the families of Protoctista	0
9016	pithiness	(computer science) a unit for measuring the speed of a computer system	0
9017	nominalist	a philosopher who has adopted the doctrine of nominalism	1
9018	rhetorically	in a rhetorical manner	1
9019	mussy	dirty and disorderly	1
9020	asset	a useful or valuable quality	1
9021	cybercrime	a program without a commercial sponsor	0
9022	airfare	subject to laughter or ridicule	0
9023	bubble	form, produce, or emit bubbles	1
9024	disgruntled	be what is needed or be good enough for what is required	0
